1694900497240;31552;13
1694900497250;31526;23
1694900497261;31500;23
1694900497272;31482;39
1694900497282;31456;54
1694900497293;31438;54
1694900497304;31412;70
1694900497314;31394;87
1694900497325;31368;87
1694900497342;31333;102
1694900497358;31306;118
1694900497375;31271;134
1694900497391;31245;165
1694900497408;31218;180
1694900497424;31192;196
1694900497441;31157;212
1694900497457;31139;227
1694900497473;31113;243
1694900497490;31095;259
1694900497506;31069;274
1694900497523;31051;290
1694900497539;31034;305
1694900497556;31016;321
1694900497572;31007;337
1694900497589;30990;352
1694900497605;30972;368
1694900497621;30963;384
1694900497638;30963;399
1694900497654;30955;415
1694900497671;30946;430
1694900497687;30955;446
1694900497704;30955;462
1694900497720;30955;493
1694900497737;30963;508
1694900497753;30963;524
1694900497769;30972;540
1694900497786;30990;555
1694900497802;30990;571
1694900497819;31007;587
1694900497835;31025;602
1694900497852;31042;618
1694900497868;31051;633
1694900497884;31069;649
1694900497901;31095;665
1694900497919;31113;680
1694900497930;31130;696
1694900497941;31148;712
1694900497952;31166;712
1694900497962;31174;727
1694900497973;31192;743
1694900497984;31209;743
1694900497994;31227;758
1694900498005;31245;774
1694900498016;31271;774
1694900498027;31289;790
1694900498037;31306;805
1694900498048;31324;821
1694900498058;31350;821
1694900498069;31368;837
1694900498080;31385;852
1694900498090;31412;852
1694900498101;31429;868
1694900498112;31456;883
1694900498122;31473;883
1694900498133;31491;901
1694900498143;31517;917
1694900498154;31543;917
1694900498164;31561;932
1694900498175;31587;948
1694900498186;31614;948
1694900498196;31640;964
1694900498207;31658;979
1694900498218;31684;979
1694900498228;31710;995
1694900498239;31737;1010
1694900498250;31763;1010
1694900498260;31789;1026
1694900498271;31807;1042
1694900498282;31842;1042
1694900498292;31860;1057
1694900498303;31886;1073
1694900498314;31913;1073
1694900498324;31939;1089
1694900498335;31965;1105
1694900498346;31992;1105
1694900498356;32018;1121
1694900498367;32044;1136
1694900498377;32080;1136
1694900498388;32106;1152
1694900498399;32132;1168
1694900498409;32159;1168
1694900498420;32185;1183
1694900498431;32211;1199
1694900498441;32238;1214
1694900498452;32264;1214
1694900498463;32291;1230
1694900498473;32317;1246
1694900498484;32343;1246
1694900498495;32370;1261
1694900498505;32396;1277
1694900498516;32431;1277
1694900498526;32458;1293
1694900498537;32484;1308
1694900498548;32510;1308
1694900498558;32537;1324
1694900498569;32563;1340
1694900498580;32589;1340
1694900498590;32616;1355
1694900498601;32642;1371
1694900498612;32668;1371
1694900498622;32695;1386
1694900498633;32721;1402
1694900498644;32748;1402
1694900498654;32783;1418
1694900498665;32800;1433
1694900498676;32827;1449
1694900498686;32853;1449
1694900498697;32879;1464
1694900498708;32906;1480
1694900498718;32932;1480
1694900498735;32967;1496
1694900498751;33002;1511
1694900498768;33046;1527
1694900498784;33082;1543
1694900498800;33117;1574
1694900498817;33152;1589
1694900498833;33187;1605
1694900498850;33222;1621
1694900498866;33257;1636
1694900498883;33292;1652
1694900498899;33319;1668
1694900498916;33354;1683
1694900498932;33380;1699
1694900498949;33407;1714
1694900498965;33442;1730
1694900498982;33468;1746
1694900498998;33495;1761
1694900499014;33521;1777
1694900499031;33547;1794
1694900499047;33574;1821
1694900499064;33600;1836
1694900499080;33626;1852
1694900499097;33644;1868
1694900499113;33670;1883
1694900499130;33688;1899
1694900499146;33706;1914
1694900499163;33723;1930
1694900499179;33750;1946
1694900499196;33767;1961
1694900499212;33776;1977
1694900499229;33793;1993
1694900499245;33802;2009
1694900499261;33820;2025
1694900499278;33829;2041
1694900499294;33837;2056
1694900499311;33846;2072
1694900499327;33855;2087
1694900499344;33855;2103
1694900499360;33864;2119
1694900499377;33873;2150
1694900499393;33873;2166
1694900499410;33873;2177
1694900499426;33873;2193
1694900499443;33873;2209
1694900499459;33873;2224
1694900499475;33873;2240
1694900499492;33873;2255
1694900499508;33864;2271
1694900499525;33864;2287
1694900499541;33855;2302
1694900499558;33846;2318
1694900499574;33837;2334
1694900499591;33829;2349
1694900499607;33820;2380
1694900499624;33811;2396
1694900499640;33793;2412
1694900499656;33785;2427
1694900499673;33767;2443
1694900499689;33750;2458
1694900499706;33741;2474
1694900499722;33723;2490
1694900499739;33706;2505
1694900499755;33688;2521
1694900499771;33662;2544
1694900499788;33644;2560
1694900499804;33626;2576
1694900499821;33600;2591
1694900499837;33574;2607
1694900499854;33556;2623
1694900499870;33530;2638
1694900499887;33503;2654
1694900499903;33477;2670
1694900499920;33451;2685
1694900499936;33424;2701
1694900499953;33398;2716
1694900499969;33363;2732
1694900499985;33336;2749
1694900500002;33310;2764
1694900500018;33275;2780
1694900500035;33240;2796
1694900500051;33213;2811
1694900500068;33178;2827
1694900500084;33143;2843
1694900500101;33108;2874
1694900500117;33073;2890
1694900500134;33038;2906
1694900500150;33002;2922
1694900500167;32967;2938
1694900500183;32932;2953
1694900500199;32897;2969
1694900500216;32853;2984
1694900500232;32818;3000
1694900500249;32783;3016
1694900500265;32748;3031
1694900500282;32704;3047
1694900500298;32668;3062
1694900500315;32625;3078
1694900500331;32589;3095
1694900500348;32545;3110
1694900500364;32510;3126
1694900500381;32466;3141
1694900500397;32422;3157
1694900500413;32387;3173
1694900500430;32343;3188
1694900500446;32299;3220
1694900500463;32264;3235
1694900500479;32220;3251
1694900500496;32176;3267
1694900500512;32141;3282
1694900500529;32097;3298
1694900500545;32053;3313
1694900500562;32018;3329
1694900500578;31974;3345
1694900500595;31930;3360
1694900500611;31895;3376
1694900500628;31851;3392
1694900500644;31816;3407
1694900500661;31772;3423
1694900500677;31737;3438
1694900500693;31693;3454
1694900500710;31649;3470
1694900500726;31614;3485
1694900500743;31579;3501
1694900500759;31543;3532
1694900500776;31500;3548
1694900500792;31473;3563
1694900500809;31438;3579
1694900500825;31403;3595
